"","county_labels","date","AQI","lead","co","so2","no2","o3","pm10","pm25","time"
"3579","Stanislaus",2018-03-01,35,0.013,0.379167,0.486957,9.626087,0.027353,8,207.9,51
"3580","Stanislaus",2018-04-01,39,0.012,0.3,0.373913,6.9413045,0.033471,15,311.1,52
"3581","Stanislaus",2018-05-01,34,0.0125,0.254167,0.304348,4.413043,0.031882,20,276.15,53
"3582","Stanislaus",2018-06-01,40,0.015,0.2479165,0.647826,5.42253,0.029412,23.5,324.1,54
"3583","Stanislaus",2018-07-01,34,0.017,0.275,0.947826,5.197826,0.0250885,27,254.95,55
"3584","Stanislaus",2018-08-01,53,0.019,0.304167,0.584964,5.8838045,0.027647,37.5,455.65,56
"3585","Stanislaus",2018-09-01,42,0.014,0.3,0.7045455,7.1130435,0.026941,35.5,371.45,57
"3586","Stanislaus",2018-10-01,33,0.015,0.370833,0.6933795,10.752174,0.023353,32,269.9,58
"3587","Stanislaus",2018-11-01,55,0.016,0.636607,0.815,17.8195655,0.017765,54,1285.95,59
"3588","Stanislaus",2018-12-01,41,0.014,0.458333,0.534783,11.8913045,0.013647,12,313.95,60
"3589","Stanislaus",2019-01-01,38,0.013,0.433333,0.5977275,12.1565215,0.017882,12,304.3,61
"3590","Stanislaus",2019-02-01,34,0.012,0.3270835,0.471146,7.4782605,0.030176,8,135.65,62
"3591","Stanislaus",2019-03-01,38,0.016,0.372222,0.45,8.5262845,0.03175,10,178.15,63
"3592","Stanislaus",2019-04-01,37,0.012,0.3,0.4652175,6.065217,0.0322645,16,236.6,64
"3593","Stanislaus",2019-05-01,35,0.012,0.2566965,0.421739,4.138315,0.032176,16,211.95,65
"3594","Stanislaus",2019-06-01,31,0.012,0.266667,0.4608695,5.145652,0.0275,21.5,278.85,66
"3595","Stanislaus",2019-07-01,30,0.012,0.2707105,0.404545,4.418182,0.024412,24,263.4,67
"3596","Stanislaus",2019-08-01,31,0.015,0.320833,0.390909,5.156522,0.026588,26,220.7,68
"3597","Stanislaus",2019-09-01,31,0.016,0.3,0.395652,5.9565215,0.025647,22,196.7,69
"3598","Stanislaus",2019-10-01,39,0.019,0.4,0.662253,12.386957,0.027588,42,284.6,70
"3599","Stanislaus",2019-11-01,48,0.014,0.4625,0.7578065,14.426087,0.023118,42.5,416,71
"3600","Stanislaus",2019-12-01,29,0.012,0.408333,0.513636,10.7,0.016941,10,224.1,72
"3601","Sutter",2014-01-01,58,0.05,0.616667,0.695455,19.795652,0.014059,29,653.85,1
"3602","Sutter",2014-02-01,28,0.052,0.4125,0.416234,11.0630435,0.0204415,13,287.5,2
"3603","Sutter",2014-03-01,34,0.0655,0.3875,0.6,8.6996045,0.0278235,14,321.2,3
"3604","Sutter",2014-04-01,40,0.036,0.341667,0.678261,6.636364,0.0342645,15,343,4
"3605","Sutter",2014-05-01,38,0.03,0.3,0.695455,4.665217,0.033765,19,348,5
"3606","Sutter",2014-06-01,36,0.023,0.275,0.5886365,4.873913,0.027941,20,382.1,6
"3607","Sutter",2014-07-01,29,0.021,0.3,0.581818,4.856818,0.023529,18,242.8,7
"3608","Sutter",2014-08-01,31,0.021,0.3,0.380952,4.804348,0.025471,19,267.2,8
"3609","Sutter",2014-09-01,34,0.021,0.354167,0.575,6.097826,0.027882,21,296,9
"3610","Sutter",2014-10-01,34,0.017,0.404167,0.716667,10.386957,0.025882,22,264.1,10
"3611","Sutter",2014-11-01,43,0.019,0.508333,0.6651515,12.763834,0.016941,16,440.6,11
"3612","Sutter",2014-12-01,35,0.0235,0.441667,0.433333,10.9043475,0.0166175,11,405,12
"3613","Sutter",2015-01-01,72,0.024,0.6270835,0.958117,17.443478,0.008941,20.5,662.3,13
"3614","Sutter",2015-02-01,44,0.018,0.470833,0.7069265,11.3543475,0.019647,18,315.3,14
"3615","Sutter",2015-03-01,35,0.016,0.404167,0.786364,10.721739,0.026941,16,288.3,15
"3616","Sutter",2015-04-01,42,0.0175,0.304167,0.690909,6.373913,0.036,17,240,16
"3617","Sutter",2015-05-01,38,0.014,0.3,0.486364,3.768182,0.036353,17,238.5,17
"3618","Sutter",2015-06-01,34,0.018,0.3075,0.4704545,5.286957,0.029882,22,271.3,18
"3619","Sutter",2015-07-01,29,0.019,0.3,0.509091,4.0065215,0.024471,18,192,19
"3620","Sutter",2015-08-01,35,0.017,0.333333,0.522727,4.7347825,0.026765,24,312.6,20
"3621","Sutter",2015-09-01,35,0.0195,0.345833,0.672727,8.473913,0.028235,31,217.8,21
"3622","Sutter",2015-10-01,35,0.019,0.425,0.7,10.447826,0.026176,32,257.7,22
"3623","Sutter",2015-11-01,43,0.0195,0.504167,0.8409095,13.413043,0.016853,13.5,251.2,23
"3624","Sutter",2015-12-01,45,0.025,0.4895835,0.831818,13.408696,0.016235,16,291.7,24
"3625","Sutter",2016-01-01,34,0.017,0.429167,0.7,10.765217,0.0187945,11,276.6,25
"3626","Sutter",2016-02-01,39,0.0275,0.4479165,0.9477275,12.6262015,0.0195585,17.5,334.7,26
"3627","Sutter",2016-03-01,32,0.019,0.340909,0.672727,6.926087,0.027,12,214.4,27
"3628","Sutter",2016-04-01,39,0.0175,0.28125,0.840909,5.3869565,0.0340295,13,267.4,28
"3629","Sutter",2016-05-01,33,0.014,0.266667,0.752174,4.573419,0.030588,12,306.2,29
"3630","Sutter",2016-06-01,35,0.015,0.2625,0.8,4.882609,0.029824,18,297.3,30
"3631","Sutter",2016-07-01,30,0.013,0.2625,0.686364,4.368182,0.024294,19,322.9,31
"3632","Sutter",2016-08-01,31,0.014,0.275,0.673913,4.708696,0.025765,22,302.6,32
"3633","Sutter",2016-09-01,40,0.017,0.329167,0.795455,6.456522,0.028294,28,286.4,33
"3634","Sutter",2016-10-01,32,0.015,0.3375,0.777273,7.5687745,0.025118,15,208.2,34
"3635","Sutter",2016-11-01,37,0.017,0.4479165,0.968182,11.043478,0.017176,14,296.2,35
"3636","Sutter",2016-12-01,46,0.013,0.483333,1.0932805,13.778261,0.014941,12,327.1,36
"3637","Sutter",2017-01-01,33,0.013,0.41875,0.986957,11.26087,0.020529,8,385.7,37
"3638","Sutter",2017-02-01,32,0.01975,0.365942,0.917391,8.406522,0.027353,8,253.1,38
"3639","Sutter",2017-03-01,35,0.0175,0.370833,0.821396,8.4869565,0.027412,14,313.95,39
"3640","Sutter",2017-04-01,40,0.01475,0.320833,0.409091,6.134783,0.0349705,13,310.75,40
"3641","Sutter",2017-05-01,35,0.013,0.283333,0.4185065,4.5108695,0.031412,16.5,364.3,41
"3642","Sutter",2017-06-01,31,0.0145,0.270833,0.2727275,4.530435,0.025588,18,397.7,42
"3643","Sutter",2017-07-01,38,0.013,0.3,0.381818,5.291304,0.0252055,24,383.6,43
"3644","Sutter",2017-08-01,47,0.01375,0.308333,0.481818,5.4,0.0269115,28,476.2,44
"3645","Sutter",2017-09-01,41,0.0155,0.383333,0.577273,6.982609,0.028467,26.5,615.65,45
"3646","Sutter",2017-10-01,47,0.012,0.5,0.790909,12.340909,0.026706,29,728.8,46
"3647","Sutter",2017-11-01,35,0.0145,0.4375,0.6710475,11.786957,0.018353,12,427.35,47
"3648","Sutter",2017-12-01,65,0.0145,0.625,0.9333005,19.221739,0.012353,23,824.95,48
"3649","Sutter",2018-01-01,52,0.016,0.466667,0.704348,13.3804345,0.012647,11,433.1,49
"3650","Sutter",2018-02-01,38,0.016,0.420833,0.732609,12.878261,0.024118,13.5,240.4,50
"3651","Sutter",2018-03-01,35,0.013,0.379167,0.495455,9.626087,0.027471,8,207.9,51
"3652","Sutter",2018-04-01,39,0.012,0.3,0.375593,6.9413045,0.033353,14,311.1,52
"3653","Sutter",2018-05-01,34,0.0125,0.254167,0.268182,4.413043,0.031941,19.5,276.15,53
"3654","Sutter",2018-06-01,40,0.015,0.2479165,0.506818,5.42253,0.029941,23.5,324.1,54
"3655","Sutter",2018-07-01,35,0.017,0.275,0.582609,5.197826,0.026294,27,254.95,55
"3656","Sutter",2018-08-01,54,0.019,0.304167,0.4709485,5.8838045,0.028706,37,455.65,56
"3657","Sutter",2018-09-01,42,0.014,0.3,0.637747,7.1130435,0.027529,34,371.45,57
"3658","Sutter",2018-10-01,33,0.015,0.370833,0.734783,10.752174,0.024059,31,269.9,58
"3659","Sutter",2018-11-01,56,0.016,0.636607,0.8369565,17.8195655,0.017941,46,1285.95,59
"3660","Sutter",2018-12-01,42,0.014,0.458333,0.547619,11.8913045,0.013882,10,313.95,60
"3661","Sutter",2019-01-01,38,0.013,0.45,0.5630435,12.1565215,0.017853,10,407.2,61
"3662","Sutter",2019-02-01,34,0.012,0.3375,0.421739,7.4782605,0.030176,8,225.4,62
"3663","Sutter",2019-03-01,38,0.016,0.375595,0.447826,8.5262845,0.031706,9,283.4,63
"3664","Sutter",2019-04-01,37,0.012,0.308333,0.4511855,6.065217,0.032176,15,294.5,64
"3665","Sutter",2019-05-01,36,0.012,0.2625,0.417391,4.138315,0.032471,15,256.9,65
"3666","Sutter",2019-06-01,32,0.012,0.283333,0.45,5.145652,0.027824,19,332.65,66
"3667","Sutter",2019-07-01,30,0.012,0.275,0.4,4.418182,0.024706,21,427.7,67
"3668","Sutter",2019-08-01,32,0.015,0.308333,0.426087,5.156522,0.026824,24,295.6,68
"3669","Sutter",2019-09-01,31,0.016,0.3,0.4,5.9565215,0.025706,19,230.4,69
"3670","Sutter",2019-10-01,35,0.019,0.404167,0.682609,12.386957,0.027588,36,506.8,70
"3671","Sutter",2019-11-01,48,0.014,0.475,0.762154,14.426087,0.023118,35.5,649.7,71
"3672","Sutter",2019-12-01,29,0.012,0.416667,0.513636,10.7,0.016588,8,386.1,72
"3673","Tehama",2014-01-01,62,0.05,0.6,0.611905,19.082609,0.014059,33,1018.35,1
"3674","Tehama",2014-02-01,27.5,0.052,0.404167,0.416234,10.5608695,0.020235,13,398.3,2
"3675","Tehama",2014-03-01,35,0.0655,0.379167,0.573419,8.306917,0.028059,15,457.3,3
"3676","Tehama",2014-04-01,41,0.036,0.341667,0.65,6.3739135,0.0343825,19,503.8,4
"3677","Tehama",2014-05-01,38,0.03,0.3,0.639502,4.466546,0.034059,22,470.65,5
"3678","Tehama",2014-06-01,35,0.023,0.270833,0.609091,4.656522,0.028176,25,526.9,6
"3679","Tehama",2014-07-01,29,0.021,0.291667,0.581818,4.7,0.023941,21,428.15,7
"3680","Tehama",2014-08-01,31,0.021,0.3,0.3454545,4.643478,0.025882,22,453.35,8
"3681","Tehama",2014-09-01,34,0.021,0.329167,0.525,5.9,0.028147,27.5,538.85,9
"3682","Tehama",2014-10-01,35,0.017,0.3895835,0.722727,9.643478,0.026,29,379.15,10
"3683","Tehama",2014-11-01,47,0.019,0.491667,0.65,12.228261,0.016941,18,818.35,11
"3684","Tehama",2014-12-01,37,0.0235,0.429167,0.418615,10.471739,0.016294,11,653.5,12
"3685","Tehama",2015-01-01,70,0.024,0.616667,0.919048,16.956522,0.009176,19,644.2,13
"3686","Tehama",2015-02-01,43,0.018,0.458333,0.704762,11.026087,0.0191765,19.5,308.6,14
"3687","Tehama",2015-03-01,36,0.016,0.395833,0.769048,10.408696,0.0273235,16,265.9,15
"3688","Tehama",2015-04-01,43,0.0175,0.3,0.645455,5.736364,0.0366765,18,242.95,16
"3689","Tehama",2015-05-01,39,0.014,0.3,0.4553975,3.652174,0.037,17,244.9,17
"3690","Tehama",2015-06-01,37,0.018,0.3,0.5,5.1545455,0.031118,21.5,284.5,18
"3691","Tehama",2015-07-01,31,0.019,0.3,0.502273,3.921739,0.025412,18.5,195.05,19
"3692","Tehama",2015-08-01,35,0.017,0.320833,0.5373375,4.569565,0.0275585,27,315.75,20
"3693","Tehama",2015-09-01,36,0.0195,0.333333,0.7,7.876087,0.029706,35,244,21
"3694","Tehama",2015-10-01,35,0.019,0.4125,0.7477275,9.969565,0.027294,34,269.55,22
"3695","Tehama",2015-11-01,42,0.0195,0.495833,0.8710475,12.921739,0.0170295,13.5,258.7,23
"3696","Tehama",2015-12-01,43,0.025,0.491667,0.85,12.895652,0.016412,18,292.9,24
"3697","Tehama",2016-01-01,32,0.017,0.433333,0.695455,10.247826,0.0186175,11,276.6,25
"3698","Tehama",2016-02-01,38,0.0275,0.466667,0.945455,12.034783,0.019824,13,334.7,26
"3699","Tehama",2016-03-01,32,0.019,0.35,0.672727,6.73913,0.027059,13,194.9,27
"3700","Tehama",2016-04-01,39,0.0175,0.304167,0.840909,5.095652,0.0340885,17,257.2,28
"3701","Tehama",2016-05-01,33,0.014,0.2625,0.762253,4.530435,0.030706,18,297.5,29
"3702","Tehama",2016-06-01,36,0.015,0.25,0.836039,4.826087,0.030176,24,279.8,30
"3703","Tehama",2016-07-01,31,0.013,0.245833,0.7108695,4.343478,0.024647,25,268.1,31
"3704","Tehama",2016-08-01,32,0.014,0.275,0.689474,4.7108695,0.0262055,27,294.8,32
"3705","Tehama",2016-09-01,40,0.017,0.333333,0.795455,6.108696,0.028765,35,286.4,33
"3706","Tehama",2016-10-01,32,0.015,0.366667,0.7727275,7.35,0.0252055,20,206.8,34
"3707","Tehama",2016-11-01,35,0.017,0.45,0.936364,10.4608695,0.017176,14,296.2,35
"3708","Tehama",2016-12-01,43,0.013,0.5125,1.054545,13.26087,0.014824,11,327.1,36
"3709","Tehama",2017-01-01,32,0.013,0.43125,0.959091,10.465217,0.0206175,7,336.4,37
"3710","Tehama",2017-02-01,32,0.01975,0.383333,0.931818,7.82971,0.027353,8,208.05,38
"3711","Tehama",2017-03-01,35,0.0175,0.375,0.895455,8.009091,0.0275585,12,222.9,39
"3712","Tehama",2017-04-01,40,0.01475,0.316667,0.545455,5.923913,0.035,13,219.45,40
"3713","Tehama",2017-05-01,35,0.013,0.3,0.5,4.423913,0.032,21,269.85,41
"3714","Tehama",2017-06-01,31,0.0145,0.2895835,0.447727,4.478261,0.026059,23,266.45,42
"3715","Tehama",2017-07-01,37,0.013,0.308333,0.525,5.152174,0.0261765,27,322.8,43
"3716","Tehama",2017-08-01,47,0.01375,0.3,0.55,5.191304,0.027853,33,396.05,44
"3717","Tehama",2017-09-01,41,0.0155,0.391667,0.654545,6.791304,0.029294,32,428.65,45
"3718","Tehama",2017-10-01,48.5,0.012,0.479167,0.827273,12.147826,0.027294,52.5,565.45,46
"3719","Tehama",2017-11-01,35,0.0145,0.45,0.6952275,11.4152175,0.018647,14,337.8,47
"3720","Tehama",2017-12-01,64,0.0145,0.6427085,0.9533595,18.573617,0.0125,26,612.85,48
"3721","Tehama",2018-01-01,52,0.016,0.4854165,0.795455,13.308696,0.013412,12.5,433.1,49
"3722","Tehama",2018-02-01,36.5,0.016,0.4354165,0.845455,12.565217,0.024853,14,240.4,50
"3723","Tehama",2018-03-01,36,0.013,0.383333,0.469565,9.347826,0.028412,8,207.9,51
"3724","Tehama",2018-04-01,40,0.012,0.31924,0.3496895,6.6137445,0.034588,15,277,52
"3725","Tehama",2018-05-01,35,0.0125,0.283333,0.263636,4.2,0.032769,20,276.15,53
"3726","Tehama",2018-06-01,40,0.015,0.2854165,0.513961,5.175593,0.031176,23.5,324.1,54
"3727","Tehama",2018-07-01,35,0.017,0.3,0.617391,4.8847825,0.028118,27,254.95,55
"3728","Tehama",2018-08-01,53,0.019,0.3479165,0.454545,5.682609,0.0312245,37.5,455.65,56
"3729","Tehama",2018-09-01,43,0.014,0.316667,0.622233,6.9130435,0.0289115,35.5,371.45,57
"3730","Tehama",2018-10-01,33,0.015,0.391667,0.66087,10.491304,0.024882,32,264.25,58
"3731","Tehama",2018-11-01,55,0.016,0.6479165,0.814643,17.569565,0.018706,54,1267.25,59
"3732","Tehama",2018-12-01,40,0.014,0.479167,0.547826,11.704348,0.014235,12,305.15,60
"3733","Tehama",2019-01-01,38,0.013,0.429167,0.578261,11.986957,0.017824,12,326,61
"3734","Tehama",2019-02-01,34,0.012,0.325,0.452174,7.3849805,0.030118,8,146.45,62
"3735","Tehama",2019-03-01,37,0.016,0.358333,0.434783,8.4828065,0.031412,10,203.85,63
"3736","Tehama",2019-04-01,37,0.012,0.3,0.4347825,6.065217,0.0322645,16,271.05,64
"3737","Tehama",2019-05-01,36,0.012,0.241667,0.4,4.056522,0.0325605,16,235.65,65
"3738","Tehama",2019-06-01,33,0.012,0.258333,0.436364,5.121739,0.028412,21,295.2,66
"3739","Tehama",2019-07-01,30,0.012,0.258333,0.395455,4.4,0.025,23,282.85,67
"3740","Tehama",2019-08-01,32,0.015,0.3,0.354545,5.113043,0.026941,25,232,68
"3741","Tehama",2019-09-01,32,0.016,0.3,0.3630435,5.73913,0.0260295,22,226.75,69
"3742","Tehama",2019-10-01,36,0.019,0.4,0.627273,11.869565,0.027667,39,330.1,70
"3743","Tehama",2019-11-01,51.5,0.014,0.458333,0.752174,13.83913,0.023529,39,479.25,71
"3744","Tehama",2019-12-01,31,0.012,0.40625,0.486957,10.3369565,0.016941,9,276.55,72
"3745","Trinity",2014-01-01,63,0.05,0.6104165,0.659091,19.6391305,0.0139115,33,901.95,1
"3746","Trinity",2014-02-01,27.5,0.052,0.4,0.408696,10.965217,0.0198825,13,335.45,2
"3747","Trinity",2014-03-01,34,0.0655,0.379167,0.586957,8.640909,0.0273825,15,396.5,3
"3748","Trinity",2014-04-01,39,0.036,0.341667,0.684091,6.66087,0.033588,19,427.75,4
"3749","Trinity",2014-05-01,37,0.03,0.3,0.731818,4.8369565,0.032941,22,407.95,5
"3750","Trinity",2014-06-01,36,0.023,0.270833,0.631818,4.876471,0.026529,25,446.75,6
"3751","Trinity",2014-07-01,27,0.021,0.283333,0.636364,4.818182,0.0219115,21,346.85,7
"3752","Trinity",2014-08-01,29,0.021,0.295833,0.395455,4.778261,0.024176,22,388.3,8
"3753","Trinity",2014-09-01,33,0.021,0.329167,0.584091,6.077668,0.026294,27.5,464.95,9
"3754","Trinity",2014-10-01,33,0.017,0.391667,0.722727,10.378261,0.0254415,29,331.25,10
"3755","Trinity",2014-11-01,49,0.019,0.491667,0.648913,12.9782605,0.017118,18,762.3,11
"3756","Trinity",2014-12-01,38,0.0235,0.433333,0.422727,10.808696,0.016441,11,617.2,12
"3757","Trinity",2015-01-01,75,0.024,0.616667,0.947826,17.0478265,0.008118,31,2261.9,13
"3758","Trinity",2015-02-01,46,0.018,0.458333,0.722727,11.035672,0.018588,24,892.75,14
"3759","Trinity",2015-03-01,34,0.016,0.395833,0.809091,10.6,0.025412,20,891.7,15
"3760","Trinity",2015-04-01,41,0.0175,0.3020835,0.711067,5.708696,0.034147,19,654.8,16
"3761","Trinity",2015-05-01,36,0.014,0.3,0.531818,3.63913,0.035471,20,724.3,17
"3762","Trinity",2015-06-01,31,0.018,0.3,0.490476,5.086957,0.0283235,20.5,591.7,18
"3763","Trinity",2015-07-01,26,0.019,0.3,0.518182,3.871739,0.023118,19,627.5,19
"3764","Trinity",2015-08-01,38,0.017,0.320833,0.545455,4.473913,0.0254705,29,1108,20
"3765","Trinity",2015-09-01,40,0.0195,0.3375,0.695652,7.808696,0.026647,43,1040.4,21
"3766","Trinity",2015-10-01,38,0.019,0.4125,0.75,9.969565,0.0235295,39,1090,22
"3767","Trinity",2015-11-01,48,0.0195,0.495833,0.8650435,12.921739,0.015706,19.5,1563.3,23
"3768","Trinity",2015-12-01,50.5,0.025,0.491667,0.863636,13.0065215,0.0153235,18,1428.75,24
"3769","Trinity",2016-01-01,38,0.017,0.441667,0.722727,10.895652,0.018765,11,672,25
"3770","Trinity",2016-02-01,40,0.0275,0.466667,0.965217,12.786364,0.0190295,14,558.2,26
"3771","Trinity",2016-03-01,32,0.019,0.341667,0.709091,7.121739,0.026706,13,393.4,27
"3772","Trinity",2016-04-01,38,0.0175,0.3,0.917391,5.7,0.0336175,18,447.1,28
"3773","Trinity",2016-05-01,32,0.014,0.2625,0.777273,4.769565,0.0297355,18,423.4,29
"3774","Trinity",2016-06-01,32,0.015,0.254167,0.85,5.017391,0.028353,25,418.9,30
"3775","Trinity",2016-07-01,27,0.013,0.245833,0.704545,4.4400195,0.0222055,25,390.5,31
"3776","Trinity",2016-08-01,33,0.014,0.275,0.690909,4.708696,0.023647,27,419.1,32
"3777","Trinity",2016-09-01,40,0.017,0.333333,0.8,6.486957,0.0270885,38,350.9,33
"3778","Trinity",2016-10-01,31,0.015,0.3625,0.777273,7.843478,0.025147,21,479.6,34
"3779","Trinity",2016-11-01,40,0.017,0.454167,0.968182,11.36087,0.017083,15,679.3,35
"3780","Trinity",2016-12-01,52,0.013,0.5125,1.090909,13.95,0.014706,13,860.9,36
"3781","Trinity",2017-01-01,34,0.013,0.429167,0.986957,11.391304,0.020941,7,787.2,37
"3782","Trinity",2017-02-01,33,0.01975,0.383333,0.981818,8.66087,0.027529,8,513,38
"3783","Trinity",2017-03-01,35,0.0175,0.375,0.877273,8.626976,0.027412,12,523.3,39
"3784","Trinity",2017-04-01,39,0.01475,0.3183335,0.459881,6.1863355,0.034824,13,510.7,40
"3785","Trinity",2017-05-01,34,0.013,0.3,0.45,4.610598,0.031088,21,674.6,41
"3786","Trinity",2017-06-01,30,0.0145,0.275,0.319048,4.619565,0.024647,23,517.2,42
"3787","Trinity",2017-07-01,37,0.013,0.3,0.418182,5.33913,0.0239705,27,781.7,43
"3788","Trinity",2017-08-01,48.5,0.01375,0.3,0.528571,5.391304,0.025824,33,1146.4,44
"3789","Trinity",2017-09-01,40,0.0155,0.383333,0.604545,7.13913,0.0283235,32,1031.7,45
"3790","Trinity",2017-10-01,51,0.012,0.5,0.790909,12.530435,0.027529,52.5,1548.5,46
"3791","Trinity",2017-11-01,39,0.0145,0.445833,0.695,11.828261,0.019,14,825.6,47
"3792","Trinity",2017-12-01,71,0.0145,0.645833,0.954545,19.228261,0.0129705,26,1534.8,48
"3793","Trinity",2018-01-01,54,0.016,0.470833,0.752174,12.843478,0.012353,20,1922.4,49
"3794","Trinity",2018-02-01,43,0.016,0.4270835,0.788933,12.26087,0.0235855,15.5,1240.6,50
"3795","Trinity",2018-03-01,35,0.013,0.375,0.469565,8.845652,0.026765,9.5,857.55,51
"3796","Trinity",2018-04-01,38,0.012,0.320833,0.377273,6.4630435,0.033113,17,933,52
"3797","Trinity",2018-05-01,32,0.0125,0.283333,0.278261,4.0873185,0.0310295,21,711.2,53
"3798","Trinity",2018-06-01,40,0.015,0.28125,0.5886365,4.93913,0.0272645,23.5,1053.9,54
"3799","Trinity",2018-07-01,35,0.017,0.3,0.808696,4.843478,0.0230295,27,875,55
"3800","Trinity",2018-08-01,55,0.019,0.35,0.478261,5.443478,0.024353,39,1532.4,56
"3801","Trinity",2018-09-01,42,0.014,0.304167,0.637747,6.646413,0.025,39.5,1109.4,57
"3802","Trinity",2018-10-01,35,0.015,0.383333,0.691304,10.0826085,0.0215,34.5,533,58
"3803","Trinity",2018-11-01,58.5,0.016,0.6375,0.817391,16.9434785,0.0173235,70.5,5014.8,59
"3804","Trinity",2018-12-01,47.5,0.014,0.4625,0.534783,11.269565,0.0130885,22,1442.6,60
"3805","Trinity",2019-01-01,40,0.013,0.4375,0.634783,12.195652,0.0188785,12,528,61
"3806","Trinity",2019-02-01,34,0.012,0.329167,0.495652,7.5130435,0.030824,8,216.05,62
"3807","Trinity",2019-03-01,38,0.016,0.3625,0.465217,8.645455,0.032176,10,288.55,63
"3808","Trinity",2019-04-01,37,0.012,0.3,0.486364,6.117391,0.032294,16,467.45,64
"3809","Trinity",2019-05-01,35,0.012,0.2625,0.434783,4.217391,0.032118,15.5,439.4,65
"3810","Trinity",2019-06-01,31,0.012,0.2875,0.478261,5.147826,0.026882,22.5,510.5,66
"3811","Trinity",2019-07-01,30,0.012,0.270833,0.454545,4.486957,0.023588,24,539.5,67
"3812","Trinity",2019-08-01,30,0.015,0.3,0.434783,5.213043,0.025647,26,427.3,68
"3813","Trinity",2019-09-01,31,0.016,0.3,0.415217,6.0108695,0.025176,22,390.15,69
"3814","Trinity",2019-10-01,41.5,0.019,0.404167,0.735714,12.447826,0.0285585,44.5,618.85,70
"3815","Trinity",2019-11-01,53,0.014,0.466667,0.784585,14.36087,0.023706,43.5,813.95,71
"3816","Trinity",2019-12-01,32,0.012,0.408333,0.4872285,10.8,0.018235,9.5,583.65,72
"3817","Tulare",2014-01-01,60,0.05,0.595833,0.704348,21.3152175,0.014059,33,653.85,1
"3818","Tulare",2014-02-01,28,0.052,0.4,0.445455,11.5108695,0.0203235,13,273.8,2
"3819","Tulare",2014-03-01,34,0.0655,0.375,0.622727,9.468182,0.027706,15,321.2,3
"3820","Tulare",2014-04-01,40,0.036,0.3258335,0.686364,6.772727,0.034529,19.5,343,4
"3821","Tulare",2014-05-01,38,0.03,0.3,0.726087,4.852174,0.0337945,22.5,348,5
"3822","Tulare",2014-06-01,36,0.023,0.2645835,0.763636,5.073913,0.027882,25,348.1,6
"3823","Tulare",2014-07-01,28,0.021,0.2729165,0.659091,4.934783,0.023077,21,239.2,7
"3824","Tulare",2014-08-01,30,0.021,0.283333,0.404545,4.980435,0.025235,23,267,8
"3825","Tulare",2014-09-01,34,0.021,0.3343135,0.586364,6.204348,0.0277945,29,296,9
"3826","Tulare",2014-10-01,34,0.017,0.38125,0.731818,10.676087,0.026118,29,264.1,10
"3827","Tulare",2014-11-01,44,0.019,0.48125,0.6772725,13.1065215,0.0172645,20,437.5,11
"3828","Tulare",2014-12-01,34,0.0235,0.416667,0.454545,11.234783,0.016706,11,379.5,12
"3829","Tulare",2015-01-01,70,0.024,0.595833,0.911111,17.5,0.008824,18,662.3,13
"3830","Tulare",2015-02-01,44,0.018,0.452083,0.704545,11.5326085,0.019235,17,315.3,14
"3831","Tulare",2015-03-01,35,0.016,0.38125,0.786364,10.717391,0.027,15,288.3,15
"3832","Tulare",2015-04-01,42,0.0175,0.3,0.6688735,6.421739,0.0362645,17.5,240,16
"3833","Tulare",2015-05-01,38,0.014,0.275,0.463636,3.815415,0.036412,17,238.5,17
"3834","Tulare",2015-06-01,33,0.018,0.3,0.4866605,5.3369565,0.029588,22,271.3,18
"3835","Tulare",2015-07-01,27,0.019,0.275,0.490909,4.073913,0.024176,18,192,19
"3836","Tulare",2015-08-01,34,0.017,0.308333,0.542857,4.873913,0.026706,27,312.6,20
"3837","Tulare",2015-09-01,34,0.0195,0.333333,0.7,8.721739,0.028235,34,217.8,21
"3838","Tulare",2015-10-01,33,0.019,0.40625,0.763636,10.586957,0.0257945,33,257.7,22
"3839","Tulare",2015-11-01,41,0.0195,0.495833,0.8650435,13.873913,0.016294,12,251.2,23
"3840","Tulare",2015-12-01,42,0.025,0.4741665,0.86087,13.669565,0.015824,18,291.7,24
"3841","Tulare",2016-01-01,32.5,0.017,0.44375,0.695455,11.037352,0.018588,11,276.6,25
"3842","Tulare",2016-02-01,38,0.0275,0.4625,0.945455,12.990732,0.019765,14,334.7,26
"3843","Tulare",2016-03-01,32,0.019,0.34375,0.672727,7.208696,0.0270295,12,194.9,27
"3844","Tulare",2016-04-01,39,0.0175,0.3,0.8295455,5.8,0.034294,15,257.2,28
"3845","Tulare",2016-05-01,33,0.014,0.270833,0.759091,4.822619,0.030706,15,297.5,29
"3846","Tulare",2016-06-01,34,0.015,0.270833,0.8522725,5.1065215,0.029529,21,279.8,30
"3847","Tulare",2016-07-01,29,0.013,0.266667,0.727273,4.473913,0.023588,22,268.1,31
"3848","Tulare",2016-08-01,31,0.014,0.28125,0.693182,4.878261,0.025176,27,294.8,32
"3849","Tulare",2016-09-01,40,0.017,0.333333,0.759091,6.7608695,0.028147,33,286.4,33
"3850","Tulare",2016-10-01,32,0.015,0.345833,0.745455,7.9869565,0.0256175,18,206.8,34
"3851","Tulare",2016-11-01,35,0.017,0.454167,0.934091,11.543478,0.017824,14,296.2,35
"3852","Tulare",2016-12-01,44,0.013,0.5,1.045455,13.834783,0.015176,12,327.1,36
